D s LL
0.01 0 -13.8113951920623
0.02 0 -12.8185939765911
0.05 0 -12.2180678456228
0.01 0.01 -13.7343790277137
0.02 0.01 -12.589045456378
0.05 0.01 -11.9857743809672
0.01 0.02 -13.6213135074062
0.02 0.02 -12.3603767317491
0.05 0.02 -11.7544400483378
0.01 0.03 -13.4085249439839
0.02 0.03 -12.1326525546601
0.05 0.03 -11.5241530788446
0.01 0.04 -13.1818849011258
0.02 0.04 -11.9059448635524
0.05 0.04 -11.2950119031643
0.01 0.05 -12.9561262494135
0.02 0.05 -11.6803335880122
0.05 0.05 -11.0671262151534
0.01 0.06 -12.7313017685365
0.02 0.06 -11.4559075181092
0.05 0.06 -10.8406181065301
0.01 0.07 -12.5074696062295
0.02 0.07 -11.2327652385786
0.05 0.07 -10.6156232709574
0.01 0.08 -12.2846938964587
0.02 0.08 -11.0110161271158
0.05 0.08 -10.3922922749683
0.01 0.09 -12.0630454328659
0.02 0.09 -10.7907814150928
0.05 0.09 -10.1707918923184
0.01 0.1 -11.8426023985524
0.02 0.1 -10.5721953080055
0.05 0.1 -9.95130649759438
