D s LL
0.01 0 -587.543710689879
0.02 0 -587.543710689879
0.05 0 -587.543710689879
0.01 0.01 -587.543710689879
0.02 0.01 -587.543710689879
0.05 0.01 -587.543710689879
0.01 0.02 -587.505554531272
0.02 0.02 -587.543710689879
0.05 0.02 -587.543710689879
0.01 0.03 -587.092525026528
0.02 0.03 -587.543710689879
0.05 0.03 -587.543710689879
0.01 0.04 -586.703622446907
0.02 0.04 -587.424660932175
0.05 0.04 -587.543710689879
0.01 0.05 -586.341607361708
0.02 0.05 -587.018306440126
0.05 0.05 -587.543710689879
0.01 0.06 -586.00958358048
0.02 0.06 -586.636889331941
0.05 0.06 -587.543710689879
0.01 0.07 -585.711042685225
0.02 0.07 -586.283273739137
0.05 0.07 -587.543710689879
0.01 0.08 -585.44991434951
0.02 0.08 -585.960680521813
0.05 0.08 -587.557388795504
0.01 0.09 -585.230623146707
0.02 0.09 -585.672733516632
0.05 0.09 -587.31506987644
0.01 0.1 -585.058152615656
0.02 0.1 -585.423511765829
0.05 0.1 -586.944839269767
