D s LL
0.01 0 -7.94958395925738
0.02 0 -7.85224016746353
0.05 0 -8.06900026875422
0.01 0.01 -7.72662804143438
0.02 0.01 -7.63021176148096
0.05 0.01 -7.8455164979653
0.01 0.02 -7.505653436323
0.02 0.02 -7.4103661951354
0.05 0.02 -7.62376970753409
0.01 0.03 -7.28718845788116
0.02 0.03 -7.19328188349342
0.05 0.03 -7.40421790640582
0.01 0.04 -7.07189954732946
0.02 0.04 -6.97968843995198
0.05 0.04 -7.18743889769291
0.01 0.05 -6.86062661436306
0.02 0.05 -6.77050557402193
0.05 0.05 -6.97416131830797
0.01 0.06 -6.65442698692578
0.02 0.06 -6.56689163280961
0.05 0.06 -6.76530355577412
0.01 0.07 -6.45462978608737
0.02 0.07 -6.37030393690369
0.05 0.07 -6.56202242968825
0.01 0.08 -6.26290274151574
0.02 0.08 -6.18257338017607
0.05 0.08 -6.3657739013804
0.01 0.09 -6.08133355270693
0.02 0.09 -6.00599601504887
0.05 0.09 -6.17838847323072
0.01 0.1 -5.91252777123419
0.02 0.1 -5.84344442791058
0.05 0.1 -6.00216431740566
