D s LL
0.01 0 -1279.29890878427
0.02 0 -1304.29784014033
0.05 0 -1324.02497534272
0.01 0.01 -1705.76516978741
0.02 0.01 -1119.10351937034
0.05 0.01 -946.195642930138
0.01 0.02 -3484.95132846155
0.02 0.02 -3212.91085417538
0.05 0.02 -2805.27418056399
0.01 0.03 -4753.78681449896
0.02 0.03 -4927.41242291675
0.05 0.03 -4769.41608094161
0.01 0.04 -5802.57898776319
0.02 0.04 -5982.97103517331
0.05 0.04 -5896.02695674706
0.01 0.05 -6269.03959118036
0.02 0.05 -6396.19547712904
0.05 0.05 -6483.51967200444
0.01 0.06 -6652.40149998767
0.02 0.06 -6717.10800249636
0.05 0.06 -6958.31846732278
0.01 0.07 -6858.70960655685
0.02 0.07 -7120.56585774846
0.05 0.07 -7318.40945000551
0.01 0.08 -7031.7438079468
0.02 0.08 -7384.94608075543
0.05 0.08 -7510.15801495094
0.01 0.09 -7228.68308670235
0.02 0.09 -7542.67011240304
0.05 0.09 -7650.16504180654
0.01 0.1 -7436.61429441638
0.02 0.1 -7668.76547672108
0.05 0.1 -7752.39984800949
