D s LL
0.01 0 -354.17282773921
0.02 0 -355.894144157572
0.05 0 -356.934542227423
0.01 0.01 -350.021320236574
0.02 0.01 -353.153614710577
0.05 0.01 -354.808165584591
0.01 0.02 -333.46533985662
0.02 0.02 -320.150576967055
0.05 0.02 -312.629531280251
0.01 0.03 -366.452755977808
0.02 0.03 -370.252588248754
0.05 0.03 -386.093303354898
0.01 0.04 -531.206064460195
0.02 0.04 -645.974166688685
0.05 0.04 -636.667210123111
0.01 0.05 -790.284727968244
0.02 0.05 -839.832573292628
0.05 0.05 -922.71490514783
0.01 0.06 -868.798338608207
0.02 0.06 -966.894841064718
0.05 0.06 -1085.72751713658
0.01 0.07 -996.405184983343
0.02 0.07 -1126.94101500504
0.05 0.07 -1333.62810341847
0.01 0.08 -1188.26648203496
0.02 0.08 -1413.68263426232
0.05 0.08 -1613.48926264894
0.01 0.09 -1397.56811021202
0.02 0.09 -1709.02319058972
0.05 0.09 -1783.86256828432
0.01 0.1 -1579.08900622729
0.02 0.1 -1886.39597418725
0.05 0.1 -1942.67183607993
