D s LL
0.01 0 -505.244135302426
0.02 0 -505.244135302426
0.05 0 -505.244135302426
0.01 0.01 -505.244135302426
0.02 0.01 -505.244135302426
0.05 0.01 -505.244135302426
0.01 0.02 -505.244135302426
0.02 0.02 -505.244135302426
0.05 0.02 -505.244135302426
0.01 0.03 -505.244135302426
0.02 0.03 -505.244135302426
0.05 0.03 -505.244135302426
0.01 0.04 -505.215754151992
0.02 0.04 -505.244135302426
0.05 0.04 -505.244135302426
0.01 0.05 -504.97004616088
0.02 0.05 -505.244135302426
0.05 0.05 -505.244135302426
0.01 0.06 -504.734272613083
0.02 0.06 -505.244135302426
0.05 0.06 -505.244135302426
0.01 0.07 -504.509305223011
0.02 0.07 -505.244135302426
0.05 0.07 -505.244135302426
0.01 0.08 -504.296094482697
0.02 0.08 -505.148110687505
0.05 0.08 -505.244135302426
0.01 0.09 -504.09567686057
0.02 0.09 -504.907040791429
0.05 0.09 -505.244135302426
0.01 0.1 -503.909182645285
0.02 0.1 -504.676321401751
0.05 0.1 -505.244135302426
