D s LL
0.01 0 -304.347153990672
0.02 0 -304.347153990672
0.05 0 -304.347153990672
0.01 0.01 -304.347153990672
0.02 0.01 -304.347153990672
0.05 0.01 -304.347153990672
0.01 0.02 -304.347153990672
0.02 0.02 -304.347153990672
0.05 0.02 -304.347153990672
0.01 0.03 -304.342135719524
0.02 0.03 -304.347153990672
0.05 0.03 -304.347153990672
0.01 0.04 -304.263171515492
0.02 0.04 -304.347153990672
0.05 0.04 -304.347153990672
0.01 0.05 -304.185140910739
0.02 0.05 -304.347153990672
0.05 0.05 -304.347153990672
0.01 0.06 -304.10808326507
0.02 0.06 -304.33240149507
0.05 0.06 -304.347153990672
0.01 0.07 -304.032039548491
0.02 0.07 -304.253582847028
0.05 0.07 -304.347153990672
0.01 0.08 -303.957052403797
0.02 0.08 -304.175703746165
0.05 0.08 -304.347153990672
0.01 0.09 -303.883166211375
0.02 0.09 -304.098803788059
0.05 0.09 -304.347153990672
0.01 0.1 -303.810427156296
0.02 0.1 -304.022924187182
0.05 0.1 -304.347153990672
