D s LL
0.01 0 -208.750759705722
0.02 0 -213.034262382501
0.05 0 -217.038345539552
0.01 0.01 -192.061799851014
0.02 0.01 -194.761049020263
0.05 0.01 -205.326461435924
0.01 0.02 -162.997123465723
0.02 0.02 -157.57028656893
0.05 0.02 -162.979227753822
0.01 0.03 -206.969903779016
0.02 0.03 -124.398041414695
0.05 0.03 -122.659519363084
0.01 0.04 -334.807215624561
0.02 0.04 -258.053624870003
0.05 0.04 -169.671735711399
0.01 0.05 -660.023500560489
0.02 0.05 -659.688784016198
0.05 0.05 -623.869836040555
0.01 0.06 -1027.17780396475
0.02 0.06 -1061.6553829246
0.05 0.06 -971.477063480455
0.01 0.07 -1352.18942074671
0.02 0.07 -1335.71580960891
0.05 0.07 -1184.81386701477
0.01 0.08 -1537.2002714163
0.02 0.08 -1581.36255938395
0.05 0.08 -1477.26330696756
0.01 0.09 -1671.58647929577
0.02 0.09 -1766.03242750689
0.05 0.09 -1708.1174800822
0.01 0.1 -1797.86411510379
0.02 0.1 -1878.75828240275
0.05 0.1 -1843.32415859103
