D s LL
0.01 0 -29.4259815748188
0.02 0 -29.4595057652632
0.05 0 -29.6670721407949
0.01 0.01 -29.4221923528455
0.02 0.01 -29.4479137496362
0.05 0.01 -29.5732618645415
0.01 0.02 -29.4207111904113
0.02 0.02 -28.9180597909599
0.05 0.02 -28.4019703854248
0.01 0.03 -29.3024092134189
0.02 0.03 -27.7780340300638
0.05 0.03 -26.3911742334894
0.01 0.04 -28.1395212858682
0.02 0.04 -26.771963138073
0.05 0.04 -24.1001694430099
0.01 0.05 -27.0381710324607
0.02 0.05 -25.7866918275823
0.05 0.05 -23.3872182156364
0.01 0.06 -26.3721114010593
0.02 0.06 -29.4268396060447
0.05 0.06 -44.5053936082188
0.01 0.07 -29.02731740419
0.02 0.07 -62.7058156869445
0.05 0.07 -67.5293736521193
0.01 0.08 -47.5515193126751
0.02 0.08 -70.183230322759
0.05 0.08 -67.6861815884634
0.01 0.09 -68.243774000254
0.02 0.09 -69.5734150893197
0.05 0.09 -67.0468845152308
0.01 0.1 -71.6146599155111
0.02 0.1 -68.284320726936
0.05 0.1 -68.2085240038991
