D s LL
0.01 0 -1028.34343358585
0.02 0 -1033.15699247966
0.05 0 -1033.422885129
0.01 0.01 -822.71913960449
0.02 0.01 -822.245344681386
0.05 0.01 -860.517281574687
0.01 0.02 -2500.5229281796
0.02 0.02 -2350.12712867623
0.05 0.02 -1885.67258027746
0.01 0.03 -3811.353428637
0.02 0.03 -3794.07880296387
0.05 0.03 -3613.17113951639
0.01 0.04 -4540.13660970602
0.02 0.04 -4427.36362468849
0.05 0.04 -4141.80147900183
0.01 0.05 -4853.4799811101
0.02 0.05 -4880.01401346485
0.05 0.05 -4759.55500212081
0.01 0.06 -5050.00208860271
0.02 0.06 -5065.70135732429
0.05 0.06 -5019.24093192482
0.01 0.07 -5302.18128971296
0.02 0.07 -5361.79446318051
0.05 0.07 -5251.28797280917
0.01 0.08 -5461.89174428604
0.02 0.08 -5537.19901940304
0.05 0.08 -5510.6324906131
0.01 0.09 -5545.35841184183
0.02 0.09 -5595.14757970848
0.05 0.09 -5606.38835825214
0.01 0.1 -5589.7539542558
0.02 0.1 -5633.42877364855
0.05 0.1 -5642.4075270576
