D s LL
0.01 0 -140.475117154478
0.02 0 -145.416064223268
0.05 0 -156.846194515141
0.01 0.01 -120.094565011483
0.02 0.01 -111.068774479609
0.05 0.01 -120.778706966035
0.01 0.02 -631.1338002291
0.02 0.02 -194.468783157788
0.05 0.02 -94.7922085494292
0.01 0.03 -825.878765133272
0.02 0.03 -670.595669123229
0.05 0.03 -491.146326476677
0.01 0.04 -1109.31591411354
0.02 0.04 -859.138347301081
0.05 0.04 -745.214180110701
0.01 0.05 -1292.59282195867
0.02 0.05 -1194.99904373219
0.05 0.05 -978.74830840216
0.01 0.06 -1380.82444469631
0.02 0.06 -1399.40710100352
0.05 0.06 -1259.67559313965
0.01 0.07 -1466.95607974878
0.02 0.07 -1512.88132999633
0.05 0.07 -1407.07084844076
0.01 0.08 -1539.4427736935
0.02 0.08 -1609.15283027192
0.05 0.08 -1561.20111462024
0.01 0.09 -1604.66659923863
0.02 0.09 -1689.9560866389
0.05 0.09 -1655.03978757746
0.01 0.1 -1671.68998678649
0.02 0.1 -1752.40638898023
0.05 0.1 -1718.78702821673
