D s LL
0.01 0 -8.53985462750682
0.02 0 -8.11178186055059
0.05 0 -8.11535341400451
0.01 0.01 -8.20357915428196
0.02 0.01 -7.78516070885949
0.05 0.01 -7.64660427565811
0.01 0.02 -7.87401324319009
0.02 0.02 -7.46923107744819
0.05 0.02 -7.18881080303635
0.01 0.03 -7.55415576703955
0.02 0.03 -7.16870545513687
0.05 0.03 -6.7463046593828
0.01 0.04 -7.24832447868637
0.02 0.04 -6.89036776314123
0.05 0.04 -6.32523273470059
0.01 0.05 -6.96273324567336
0.02 0.05 -6.58424605634855
0.05 0.05 -5.93434139476371
0.01 0.06 -6.70631607640261
0.02 0.06 -6.24388313005781
0.05 0.06 -5.58610416345297
0.01 0.07 -6.49189138766256
0.02 0.07 -5.9713654499287
0.05 0.07 -5.29833992410147
0.01 0.08 -6.33777571539225
0.02 0.08 -5.79605242262182
0.05 0.08 -5.09652233011098
0.01 0.09 -6.26994412446579
0.02 0.09 -5.75987590937205
0.05 0.09 -5.01703811019164
0.01 0.1 -6.32475029989949
0.02 0.1 -5.92221353564925
0.05 0.1 -5.11168377470684
