D s LL
0.01 0 -27.7284147563265
0.02 0 -28.3902384568408
0.05 0 -28.3902384568408
0.01 0.01 -26.1655781768272
0.02 0.01 -26.9871766830286
0.05 0.01 -28.1827370125529
0.01 0.02 -24.6437519736405
0.02 0.02 -24.2709843487414
0.05 0.02 -24.8984832306044
0.01 0.03 -21.4437201108218
0.02 0.03 -20.5324530281882
0.05 0.03 -20.2921015656476
0.01 0.04 -18.6529279408471
0.02 0.04 -16.5542794786636
0.05 0.04 -16.2548497403606
0.01 0.05 -17.7085937334707
0.02 0.05 -15.0569346024215
0.05 0.05 -14.97113482531
0.01 0.06 -30.6075883483307
0.02 0.06 -36.8321719239981
0.05 0.06 -43.6162919571542
0.01 0.07 -105.202715487854
0.02 0.07 -79.4133297044087
0.05 0.07 -68.8646845784285
0.01 0.08 -182.555515467181
0.02 0.08 -167.48916633879
0.05 0.08 -134.025903714447
0.01 0.09 -220.80019305428
0.02 0.09 -242.773529027705
0.05 0.09 -223.791044118346
0.01 0.1 -240.358952401948
0.02 0.1 -279.143902581309
0.05 0.1 -276.39671213241
