D s LL
0.01 0 -472.095023843568
0.02 0 -473.703066563978
0.05 0 -475.109850583181
0.01 0.01 -417.046716849417
0.02 0.01 -424.415076269881
0.05 0.01 -444.928133079939
0.01 0.02 -715.968038440633
0.02 0.02 -489.227538495252
0.05 0.02 -344.811025564599
0.01 0.03 -1206.36317389212
0.02 0.03 -1166.30380044699
0.05 0.03 -1087.06543026068
0.01 0.04 -1744.5377269486
0.02 0.04 -1683.11969770281
0.05 0.04 -1489.7087921594
0.01 0.05 -2055.94930653028
0.02 0.05 -2115.34991065734
0.05 0.05 -2037.18682288004
0.01 0.06 -2240.63641773771
0.02 0.06 -2327.41647635703
0.05 0.06 -2311.38948038594
0.01 0.07 -2597.33702874854
0.02 0.07 -2661.04290003311
0.05 0.07 -2557.72144172255
0.01 0.08 -2869.88077370349
0.02 0.08 -2895.34476679253
0.05 0.08 -2815.76305527394
0.01 0.09 -2979.72644435314
0.02 0.09 -3032.50540927529
0.05 0.09 -2984.86652838693
0.01 0.1 -3058.13033416031
0.02 0.1 -3133.1628133414
0.05 0.1 -3096.69055725361
