D s LL
0.01 0 -133.462014947614
0.02 0 -133.462014947614
0.05 0 -133.462014947614
0.01 0.01 -133.462014947614
0.02 0.01 -132.309476714897
0.05 0.01 -128.749616580937
0.01 0.02 -130.258603269692
0.02 0.02 -120.592821381393
0.05 0.02 -103.879145532845
0.01 0.03 -119.333063877368
0.02 0.03 -104.642032067573
0.05 0.03 -82.2955971908383
0.01 0.04 -179.172231683717
0.02 0.04 -251.510015599442
0.05 0.04 -282.466500051132
0.01 0.05 -271.20348476994
0.02 0.05 -444.847776541002
0.05 0.05 -581.770443536174
0.01 0.06 -383.806620159065
0.02 0.06 -619.477222463396
0.05 0.06 -769.69046184714
0.01 0.07 -499.166671992871
0.02 0.07 -703.048510336715
0.05 0.07 -893.551343725692
0.01 0.08 -596.701891125643
0.02 0.08 -797.68812384648
0.05 0.08 -918.83676292354
0.01 0.09 -656.2050094908
0.02 0.09 -882.287280298803
0.05 0.09 -945.907429460406
0.01 0.1 -704.557058269782
0.02 0.1 -907.26694873464
0.05 0.1 -990.720647164243
