D s LL
0.01 0 -107.943765720619
0.02 0 -108.143743019383
0.05 0 -108.879728925785
0.01 0.01 -106.32792370356
0.02 0.01 -107.773201193251
0.05 0.01 -108.727805755952
0.01 0.02 -101.723892034155
0.02 0.02 -102.593597149098
0.05 0.02 -105.872430142129
0.01 0.03 -94.2822152737206
0.02 0.03 -92.2988457756991
0.05 0.03 -93.683900398137
0.01 0.04 -94.271204345149
0.02 0.04 -82.6514703639468
0.05 0.04 -80.0392848257914
0.01 0.05 -134.26289492995
0.02 0.05 -123.082287810664
0.05 0.05 -105.98417692655
0.01 0.06 -141.875278018562
0.02 0.06 -133.393099819108
0.05 0.06 -123.471596599119
0.01 0.07 -199.870744858128
0.02 0.07 -180.587556550217
0.05 0.07 -176.246270473291
0.01 0.08 -244.988928480693
0.02 0.08 -286.727614312472
0.05 0.08 -289.171144872154
0.01 0.09 -321.653509658466
0.02 0.09 -395.224043715822
0.05 0.09 -444.749627095618
0.01 0.1 -403.672022364234
0.02 0.1 -509.970699222196
0.05 0.1 -542.824124890296
