D s LL
0.01 0 -1665.03694875405
0.02 0 -1666.2904650306
0.05 0 -1668.31699857278
0.01 0.01 -1431.57745717929
0.02 0.01 -1420.48718671248
0.05 0.01 -1422.92708792437
0.01 0.02 -2869.11498932647
0.02 0.02 -2663.46674402091
0.05 0.02 -2577.53325043476
0.01 0.03 -4580.40595558324
0.02 0.03 -4538.94346801317
0.05 0.03 -4568.10690967244
0.01 0.04 -5509.88774737975
0.02 0.04 -5505.07491139325
0.05 0.04 -5477.23517626919
0.01 0.05 -6167.4776724388
0.02 0.05 -6213.45210328264
0.05 0.05 -6230.8593668818
0.01 0.06 -6463.69264025434
0.02 0.06 -6635.55270020132
0.05 0.06 -6916.96248046085
0.01 0.07 -6726.77548916427
0.02 0.07 -7117.52235869713
0.05 0.07 -7364.99976780958
0.01 0.08 -7106.57954256333
0.02 0.08 -7490.82420707206
0.05 0.08 -7562.3921981902
0.01 0.09 -7509.96234257201
0.02 0.09 -7765.33689345656
0.05 0.09 -7940.91762327585
0.01 0.1 -7808.64890680193
0.02 0.1 -8054.99485935428
0.05 0.1 -8407.8560065786
