D s LL
0.01 0 -1026.13551268692
0.02 0 -1026.62329074187
0.05 0 -1026.62329074187
0.01 0.01 -852.328703394887
0.02 0.01 -864.174365635864
0.05 0.01 -878.206346852276
0.01 0.02 -2029.51996534585
0.02 0.02 -1864.89735751339
0.05 0.02 -1758.02002956294
0.01 0.03 -3059.4955274548
0.02 0.03 -2952.52579631364
0.05 0.03 -2852.44268597276
0.01 0.04 -3649.70241240257
0.02 0.04 -3570.58725815791
0.05 0.04 -3507.68684976858
0.01 0.05 -4006.03001879872
0.02 0.05 -3887.49983294274
0.05 0.05 -3734.02392304516
0.01 0.06 -4208.13636179877
0.02 0.06 -4245.30220447668
0.05 0.06 -4160.06620648119
0.01 0.07 -4424.00316881803
0.02 0.07 -4508.63632280482
0.05 0.07 -4588.65891478571
0.01 0.08 -4608.46229160689
0.02 0.08 -4710.77221550096
0.05 0.08 -4828.72427737953
0.01 0.09 -4695.7139518469
0.02 0.09 -4938.48632518658
0.05 0.09 -5067.1005212104
0.01 0.1 -4811.30400231269
0.02 0.1 -5139.8734255617
0.05 0.1 -5329.10214696248
