D s LL
0.01 0 -11.6674487329179
0.02 0 -11.6325043086608
0.05 0 -12.1193157762242
0.01 0.01 -11.4399592760717
0.02 0.01 -11.3594400350548
0.05 0.01 -11.8405749949495
0.01 0.02 -11.216288088236
0.02 0.02 -11.0905558704622
0.05 0.02 -11.5647612630345
0.01 0.03 -10.9972204158366
0.02 0.03 -10.8266884122432
0.05 0.03 -11.2924356798887
0.01 0.04 -10.7837103770184
0.02 0.04 -10.5688537342923
0.05 0.04 -11.0242790111902
0.01 0.05 -10.5769166559594
0.02 0.05 -10.3182857698564
0.05 0.05 -10.7611176574843
0.01 0.06 -10.3782451779776
0.02 0.06 -10.0764824798134
0.05 0.06 -10.5039551466133
0.01 0.07 -10.1893998260925
0.02 0.07 -9.84526114304681
0.05 0.07 -10.2540102463853
0.01 0.08 -9.97127376198553
0.02 0.08 -9.62682420274106
0.05 0.08 -10.0127629677589
0.01 0.09 -9.76296385075579
0.02 0.09 -9.42383712591829
0.05 0.09 -9.78200990535298
0.01 0.1 -9.57223499072024
0.02 0.1 -9.23951962614025
0.05 0.1 -9.56393052416343
