D s LL
0.01 0 -210.076206685568
0.02 0 -210.076206685568
0.05 0 -210.076206685568
0.01 0.01 -210.076206685568
0.02 0.01 -210.076206685568
0.05 0.01 -210.076206685568
0.01 0.02 -210.076206685568
0.02 0.02 -210.076206685568
0.05 0.02 -210.076206685568
0.01 0.03 -210.075306292107
0.02 0.03 -210.076206685568
0.05 0.03 -210.076206685568
0.01 0.04 -210.056692649157
0.02 0.04 -210.076206685568
0.05 0.04 -210.076206685568
0.01 0.05 -210.038283923936
0.02 0.05 -210.076206685568
0.05 0.05 -210.076206685568
0.01 0.06 -210.02008475931
0.02 0.06 -210.0738430531
0.05 0.06 -210.076206685568
0.01 0.07 -210.002099908117
0.02 0.07 -210.05524436388
0.05 0.07 -210.076206685568
0.01 0.08 -209.984334235392
0.02 0.08 -210.036850948426
0.05 0.08 -210.076206685568
0.01 0.09 -209.966792720644
0.02 0.09 -210.018667457923
0.05 0.09 -210.076206685568
0.01 0.1 -209.949480460151
0.02 0.1 -210.000698653669
0.05 0.1 -210.076206685568
