D s LL
0.01 0 -47.3285560034367
0.02 0 -46.457113058814
0.05 0 -47.191001753212
0.01 0.01 -45.3314626195097
0.02 0.01 -43.5238343908702
0.05 0.01 -42.8826071945956
0.01 0.02 -42.4673250507045
0.02 0.02 -39.3492248233335
0.05 0.02 -38.0693274674445
0.01 0.03 -38.8811011714932
0.02 0.03 -35.0931901262819
0.05 0.03 -33.6737811083253
0.01 0.04 -39.2370441626941
0.02 0.04 -33.7517139769737
0.05 0.04 -30.6730284076879
0.01 0.05 -66.306446492655
0.02 0.05 -62.507011224608
0.05 0.05 -44.0434377550932
0.01 0.06 -72.4333130419492
0.02 0.06 -78.1393675904935
0.05 0.06 -79.0867720021247
0.01 0.07 -88.4557440782619
0.02 0.07 -111.167835018795
0.05 0.07 -116.90479768393
0.01 0.08 -118.707934207887
0.02 0.08 -142.136882403887
0.05 0.08 -155.807528160813
0.01 0.09 -149.915784919792
0.02 0.09 -190.249851541837
0.05 0.09 -190.845320876877
0.01 0.1 -193.07535838829
0.02 0.1 -229.849501091178
0.05 0.1 -217.728272401904
