D s LL
0.01 0 -3743.41182625148
0.02 0 -3743.41182625148
0.05 0 -3743.41182625148
0.01 0.01 -3743.41182625148
0.02 0.01 -3743.41182625148
0.05 0.01 -3743.41182625148
0.01 0.02 -3743.41182625148
0.02 0.02 -3743.41182625148
0.05 0.02 -3743.41182625148
0.01 0.03 -3741.32365615954
0.02 0.03 -3743.50301517663
0.05 0.03 -3743.41182625148
0.01 0.04 -3703.20440590121
0.02 0.04 -3737.38504759205
0.05 0.04 -3744.79142995703
0.01 0.05 -3639.27213223871
0.02 0.05 -3666.53972743037
0.05 0.05 -3719.71238463975
0.01 0.06 -3614.66636052399
0.02 0.06 -3598.2574188277
0.05 0.06 -3664.27313046146
0.01 0.07 -3848.73754642968
0.02 0.07 -3765.0618184011
0.05 0.07 -3810.0710209511
0.01 0.08 -4986.12249572158
0.02 0.08 -4700.18342975784
0.05 0.08 -4652.5805294357
0.01 0.09 -9261.08309071874
0.02 0.09 -8068.46609522769
0.05 0.09 -7466.75524225276
0.01 0.1 -19488.9203617743
0.02 0.1 -18550.9334630932
0.05 0.1 -16326.1186151529
