D s LL
0.01 0 -1146.48006535837
0.02 0 -1157.75363453899
0.05 0 -1167.85994599529
0.01 0.01 -1001.88091906398
0.02 0.01 -960.958459061002
0.05 0.01 -945.124660120766
0.01 0.02 -2068.80054457157
0.02 0.02 -1978.70974911122
0.05 0.02 -1838.49091320957
0.01 0.03 -3200.91948459157
0.02 0.03 -3203.58784565844
0.05 0.03 -3242.79321358959
0.01 0.04 -4255.27262344325
0.02 0.04 -4321.01544144753
0.05 0.04 -4316.19839919221
0.01 0.05 -4852.32145508013
0.02 0.05 -5158.73244267171
0.05 0.05 -5271.56123559575
0.01 0.06 -5374.24628041525
0.02 0.06 -5706.59909187308
0.05 0.06 -5940.91150629061
0.01 0.07 -5989.73497063966
0.02 0.07 -6298.35519840006
0.05 0.07 -6417.23703522056
0.01 0.08 -6469.40856099277
0.02 0.08 -6799.62569033628
0.05 0.08 -6851.49752614948
0.01 0.09 -6810.67159289136
0.02 0.09 -7193.94000579266
0.05 0.09 -7193.51642570873
0.01 0.1 -7075.01873461531
0.02 0.1 -7447.10457669565
0.05 0.1 -7408.82318793452
