D s LL
0.01 0 -50.4806494866611
0.02 0 -50.6563502915754
0.05 0 -50.6563502915754
0.01 0.01 -46.5093586234655
0.02 0.01 -46.1254421708629
0.05 0.01 -47.1274787416864
0.01 0.02 -38.4595162228988
0.02 0.02 -38.0970007254189
0.05 0.02 -38.4129088867143
0.01 0.03 -32.9231099208325
0.02 0.03 -30.9899353445394
0.05 0.03 -29.7816408157095
0.01 0.04 -91.2564502182378
0.02 0.04 -73.6779440900976
0.05 0.04 -54.831737487869
0.01 0.05 -140.021405057277
0.02 0.05 -140.775258235006
0.05 0.05 -135.220791691088
0.01 0.06 -204.542367532555
0.02 0.06 -191.279768817433
0.05 0.06 -181.649840507748
0.01 0.07 -257.272384024453
0.02 0.07 -259.516328722114
0.05 0.07 -237.406202452857
0.01 0.08 -317.741350338599
0.02 0.08 -329.768644686522
0.05 0.08 -335.128300730462
0.01 0.09 -365.557551865966
0.02 0.09 -387.578930727763
0.05 0.09 -413.8313681221
0.01 0.1 -389.944436649107
0.02 0.1 -427.342405350074
0.05 0.1 -444.055759070538
