D s LL
0.01 0 -208.285072488195
0.02 0 -208.285072488195
0.05 0 -208.285072488195
0.01 0.01 -208.285072488195
0.02 0.01 -208.285072488195
0.05 0.01 -208.285072488195
0.01 0.02 -208.285072488195
0.02 0.02 -208.285072488195
0.05 0.02 -208.285072488195
0.01 0.03 -208.285072488195
0.02 0.03 -208.285072488195
0.05 0.03 -208.285072488195
0.01 0.04 -208.284225142834
0.02 0.04 -208.285072488195
0.05 0.04 -208.285072488195
0.01 0.05 -208.267313554811
0.02 0.05 -208.285072488195
0.05 0.05 -208.285072488195
0.01 0.06 -208.250671170796
0.02 0.06 -208.285072488195
0.05 0.06 -208.285072488195
0.01 0.07 -208.234303199213
0.02 0.07 -208.285072488195
0.05 0.07 -208.285072488195
0.01 0.08 -208.218214946781
0.02 0.08 -208.282755347471
0.05 0.08 -208.285072488195
0.01 0.09 -208.20241182037
0.02 0.09 -208.265872478452
0.05 0.09 -208.285072488195
0.01 0.1 -208.186899328879
0.02 0.1 -208.249259344547
0.05 0.1 -208.285072488195
