D s LL
0.01 0 -152.471767863493
0.02 0 -146.513112270258
0.05 0 -141.884122732163
0.01 0.01 -240.649780184451
0.02 0.01 -139.041153401315
0.05 0.01 -128.749357426354
0.01 0.02 -295.880594360338
0.02 0.02 -178.584561860997
0.05 0.02 -117.306929173179
0.01 0.03 -367.867439314441
0.02 0.03 -295.252737168709
0.05 0.03 -124.24976446429
0.01 0.04 -460.607168741633
0.02 0.04 -461.021071656914
0.05 0.04 -254.396365620394
0.01 0.05 -566.695412773243
0.02 0.05 -620.174211815287
0.05 0.05 -493.013762659879
0.01 0.06 -648.191973302507
0.02 0.06 -761.828173801795
0.05 0.06 -695.31630238546
0.01 0.07 -720.01474322993
0.02 0.07 -858.935746827578
0.05 0.07 -880.301517884017
0.01 0.08 -799.025213654877
0.02 0.08 -945.323054350481
0.05 0.08 -1106.52163947629
0.01 0.09 -871.940189086015
0.02 0.09 -1043.14660110602
0.05 0.09 -1335.33224110122
0.01 0.1 -934.029905414823
0.02 0.1 -1152.91813715097
0.05 0.1 -1508.81414146307
