D s LL
0.01 0 -38.121739874897
0.02 0 -38.5871295755812
0.05 0 -39.4452665690074
0.01 0.01 -37.9019957748046
0.02 0.01 -38.3417375887384
0.05 0.01 -39.1790648275582
0.01 0.02 -37.7030560859334
0.02 0.02 -38.1081642289089
0.05 0.02 -38.9174783346871
0.01 0.03 -37.5320223707962
0.02 0.03 -37.8903792935785
0.05 0.03 -38.6620332548959
0.01 0.04 -37.3984289393885
0.02 0.04 -37.6936837573314
0.05 0.04 -37.5930736529716
0.01 0.05 -37.3150736039265
0.02 0.05 -37.5251543839549
0.05 0.05 -36.3838794760391
0.01 0.06 -37.2991179397951
0.02 0.06 -36.70995292873
0.05 0.06 -35.2459583080968
0.01 0.07 -37.3735237389794
0.02 0.07 -35.6452328706048
0.05 0.07 -33.5540090626644
0.01 0.08 -37.5688836605577
0.02 0.08 -34.6950983567057
0.05 0.08 -31.1759065417029
0.01 0.09 -37.4780814296037
0.02 0.09 -33.9539357240779
0.05 0.09 -29.4771340608431
0.01 0.1 -37.0810669809485
0.02 0.1 -33.6456559466807
0.05 0.1 -30.7699802991943
