D s LL
0.01 0 -235.27954803208
0.02 0 -235.301559403258
0.05 0 -235.340603708443
0.01 0.01 -220.888799757038
0.02 0.01 -220.404131600016
0.05 0.01 -221.657020431899
0.01 0.02 -277.332124453524
0.02 0.02 -245.710196069269
0.05 0.02 -215.536618922484
0.01 0.03 -683.964293198485
0.02 0.03 -628.226434127612
0.05 0.03 -600.229056393377
0.01 0.04 -827.074806339395
0.02 0.04 -795.547308107562
0.05 0.04 -782.031667004265
0.01 0.05 -857.083165059437
0.02 0.05 -830.221378490158
0.05 0.05 -823.064662001999
0.01 0.06 -924.19287312231
0.02 0.06 -931.748788379005
0.05 0.06 -919.552654947083
0.01 0.07 -948.76017024633
0.02 0.07 -951.861217702164
0.05 0.07 -957.783656582556
0.01 0.08 -952.783748754768
0.02 0.08 -976.14080217655
0.05 0.08 -983.699447796995
0.01 0.09 -973.457121005237
0.02 0.09 -993.629487198021
0.05 0.09 -994.85965384531
0.01 0.1 -1007.01571138851
0.02 0.1 -1020.03946650021
0.05 0.1 -1017.53564516731
