D s LL
0.01 0 -642.396731554537
0.02 0 -646.99078032286
0.05 0 -649.554627082441
0.01 0.01 -494.524949580346
0.02 0.01 -497.357243735237
0.05 0.01 -511.637307579385
0.01 0.02 -1411.67922848883
0.02 0.02 -1363.53986639525
0.05 0.02 -1308.53656169386
0.01 0.03 -1809.67423655169
0.02 0.03 -1816.90818937697
0.05 0.03 -1854.79442339262
0.01 0.04 -1989.09081790977
0.02 0.04 -2046.6937410764
0.05 0.04 -2068.36299929958
0.01 0.05 -2403.0927644735
0.02 0.05 -2477.83227577877
0.05 0.05 -2402.63380858542
0.01 0.06 -2744.08741762748
0.02 0.06 -2716.90902908215
0.05 0.06 -2656.044481268
0.01 0.07 -2920.3005344944
0.02 0.07 -2908.01024003036
0.05 0.07 -2849.6803061734
0.01 0.08 -3031.07124909798
0.02 0.08 -3043.50454891265
0.05 0.08 -3007.22843012474
0.01 0.09 -3168.90039740569
0.02 0.09 -3182.97558791275
0.05 0.09 -3151.43647189591
0.01 0.1 -3313.94677216104
0.02 0.1 -3344.54537719523
0.05 0.1 -3298.89327302383
