D s LL
0.01 0 -48.82791883956
0.02 0 -49.4666350742653
0.05 0 -50.1213064803697
0.01 0.01 -48.114550198759
0.02 0.01 -47.8541278330846
0.05 0.01 -48.7942024047016
0.01 0.02 -46.2195737411972
0.02 0.02 -44.4228409800952
0.05 0.02 -43.1890578660053
0.01 0.03 -42.9909065899817
0.02 0.03 -39.2457478574817
0.05 0.03 -36.692576093032
0.01 0.04 -39.7928222706295
0.02 0.04 -33.2880292391745
0.05 0.04 -30.7940350771005
0.01 0.05 -36.0082865543879
0.02 0.05 -28.6400423101261
0.05 0.05 -26.4271022969089
0.01 0.06 -33.4470821534016
0.02 0.06 -27.6190456248269
0.05 0.06 -26.0946078178826
0.01 0.07 -38.5803735661092
0.02 0.07 -39.1666852002285
0.05 0.07 -40.8873119981285
0.01 0.08 -64.8320397564492
0.02 0.08 -95.7459854154569
0.05 0.08 -119.287972328532
0.01 0.09 -130.057980385819
0.02 0.09 -220.963132883716
0.05 0.09 -286.732375081052
0.01 0.1 -215.341519287491
0.02 0.1 -356.411164653506
0.05 0.1 -412.29774417381
