D s LL
0.01 0 -2288.32767720541
0.02 0 -2289.34569118531
0.05 0 -2289.44472470266
0.01 0.01 -2205.47038577275
0.02 0.01 -2182.40419064885
0.05 0.01 -2139.11534260461
0.01 0.02 -2703.6452709199
0.02 0.02 -2886.36327753766
0.05 0.02 -2847.67219473672
0.01 0.03 -4785.70126441051
0.02 0.03 -5116.13065288637
0.05 0.03 -5194.68837079989
0.01 0.04 -6159.64613887129
0.02 0.04 -6463.28056567762
0.05 0.04 -6523.50448046648
0.01 0.05 -6993.48655637648
0.02 0.05 -7285.53627785457
0.05 0.05 -7379.05696476167
0.01 0.06 -7514.24136605789
0.02 0.06 -7820.26558822704
0.05 0.06 -8259.2539336823
0.01 0.07 -7884.09780864148
0.02 0.07 -8420.90442596559
0.05 0.07 -9004.83905255899
0.01 0.08 -8281.75746760616
0.02 0.08 -9006.84581825819
0.05 0.08 -9708.25740707924
0.01 0.09 -8734.42788113568
0.02 0.09 -9468.09807870008
0.05 0.09 -10225.7185597015
0.01 0.1 -9129.9429284819
0.02 0.1 -9907.14777309841
0.05 0.1 -10638.7390788494
