D s LL
0.01 0 -79.6031237071239
0.02 0 -79.6031237071239
0.05 0 -79.6031237071239
0.01 0.01 -79.6031237071239
0.02 0.01 -79.6031237071239
0.05 0.01 -79.6031237071239
0.01 0.02 -79.0334449158188
0.02 0.02 -78.8719290074247
0.05 0.02 -78.4626062031297
0.01 0.03 -77.7337829830833
0.02 0.03 -74.4659656918039
0.05 0.03 -70.5684120781791
0.01 0.04 -73.8629946724382
0.02 0.04 -67.2317732020566
0.05 0.04 -60.8917625307508
0.01 0.05 -69.1175286267868
0.02 0.05 -60.1047415157819
0.05 0.05 -53.8704890476116
0.01 0.06 -64.0398625090441
0.02 0.06 -68.7777390577127
0.05 0.06 -80.6475375373102
0.01 0.07 -72.9457741801857
0.02 0.07 -93.8099994197486
0.05 0.07 -103.805133394462
0.01 0.08 -107.464277797061
0.02 0.08 -155.331501366582
0.05 0.08 -214.405797581436
0.01 0.09 -161.707448405136
0.02 0.09 -254.590647683934
0.05 0.09 -320.318005718559
0.01 0.1 -227.788762942312
0.02 0.1 -326.905004567963
0.05 0.1 -381.38056810235
