D s LL
0.01 0 -3351.95456339843
0.02 0 -3356.43916430978
0.05 0 -3357.74210173404
0.01 0.01 -2888.2756028569
0.02 0.01 -2835.29524268619
0.05 0.01 -2810.20172934536
0.01 0.02 -6645.71877185438
0.02 0.02 -6660.55242202215
0.05 0.02 -6601.83960115247
0.01 0.03 -9293.16788862906
0.02 0.03 -9376.25854813835
0.05 0.03 -9349.59588085972
0.01 0.04 -10284.9191947481
0.02 0.04 -10334.7429727995
0.05 0.04 -10281.5008372778
0.01 0.05 -11252.4631073607
0.02 0.05 -11424.3350064278
0.05 0.05 -11685.0544117761
0.01 0.06 -12072.2857342975
0.02 0.06 -12528.9523074975
0.05 0.06 -12831.8323298679
0.01 0.07 -12806.3456794644
0.02 0.07 -13346.6709543344
0.05 0.07 -13853.9480187728
0.01 0.08 -13573.5988756491
0.02 0.08 -14182.1575969096
0.05 0.08 -14774.5767268782
0.01 0.09 -14072.6929498118
0.02 0.09 -14922.2609896075
0.05 0.09 -15490.2773618946
0.01 0.1 -14533.4446243485
0.02 0.1 -15434.4799117916
0.05 0.1 -16114.840157629
