D s LL
0.01 0 -1513.83218798609
0.02 0 -1517.34809968693
0.05 0 -1520.71748183093
0.01 0.01 -1405.0288303196
0.02 0.01 -1388.89009891211
0.05 0.01 -1394.26978485795
0.01 0.02 -2223.54164758337
0.02 0.02 -2258.13478970568
0.05 0.02 -1937.507399162
0.01 0.03 -3683.33011782446
0.02 0.03 -3684.3069197217
0.05 0.03 -3482.5288003007
0.01 0.04 -4232.83627889264
0.02 0.04 -4257.20308649829
0.05 0.04 -4265.34289042799
0.01 0.05 -4458.97642329287
0.02 0.05 -4680.96108216544
0.05 0.05 -4853.91631785672
0.01 0.06 -4754.97004765636
0.02 0.06 -5075.22792349345
0.05 0.06 -5617.5393476309
0.01 0.07 -5148.26231449254
0.02 0.07 -5640.57073745676
0.05 0.07 -6414.81784537503
0.01 0.08 -5445.78308626667
0.02 0.08 -6288.33153883479
0.05 0.08 -7115.69788249641
0.01 0.09 -5793.05406158452
0.02 0.09 -6752.82849620661
0.05 0.09 -7616.19047851025
0.01 0.1 -6210.60904169904
0.02 0.1 -7137.73064764325
0.05 0.1 -7959.01934459523
