D s LL
0.01 0 -91.9194330051539
0.02 0 -91.9194330051539
0.05 0 -91.9108114629243
0.01 0.01 -91.7447949127339
0.02 0.01 -91.7394092820717
0.05 0.01 -91.892633704923
0.01 0.02 -90.5209457338547
0.02 0.02 -90.4015693162011
0.05 0.02 -89.5789505202124
0.01 0.03 -88.8437083820012
0.02 0.03 -85.9421106789324
0.05 0.03 -81.8801663223634
0.01 0.04 -85.4768014982134
0.02 0.04 -79.9110053472646
0.05 0.04 -72.3192768613537
0.01 0.05 -90.6643181103294
0.02 0.05 -86.6749353227613
0.05 0.05 -92.7269136042102
0.01 0.06 -139.436045186895
0.02 0.06 -172.880879571001
0.05 0.06 -179.752085324107
0.01 0.07 -169.79837512276
0.02 0.07 -197.47515113942
0.05 0.07 -217.930126942707
0.01 0.08 -197.697518811566
0.02 0.08 -203.955050048285
0.05 0.08 -243.392212446113
0.01 0.09 -201.551808225437
0.02 0.09 -231.4496283259
0.05 0.09 -271.713642735788
0.01 0.1 -208.203950110441
0.02 0.1 -282.252650972336
0.05 0.1 -327.407810357266
