D s LL
0.01 0 -32.1763566530155
0.02 0 -32.1763566530155
0.05 0 -32.1763566530155
0.01 0.01 -32.1763566530155
0.02 0.01 -32.1763566530155
0.05 0.01 -32.1763566530155
0.01 0.02 -32.1763566530155
0.02 0.02 -32.1763566530155
0.05 0.02 -32.1763566530155
0.01 0.03 -32.1763566530155
0.02 0.03 -31.9159323714171
0.05 0.03 -31.7209546723217
0.01 0.04 -32.1174029249065
0.02 0.04 -31.1315619065437
0.05 0.04 -30.1692021635765
0.01 0.05 -31.5254509479339
0.02 0.05 -30.0933345982085
0.05 0.05 -28.2471192856528
0.01 0.06 -30.479917918601
0.02 0.06 -28.4337845228142
0.05 0.06 -26.0859619095673
0.01 0.07 -29.444996105879
0.02 0.07 -26.5265944011238
0.05 0.07 -23.7593510997626
0.01 0.08 -28.3729427385494
0.02 0.08 -24.7058519393208
0.05 0.08 -21.4680188802858
0.01 0.09 -26.8609636590806
0.02 0.09 -23.0523260867021
0.05 0.09 -19.2437439698134
0.01 0.1 -25.0754985745907
0.02 0.1 -21.7225298851379
0.05 0.1 -17.6645347318562
