D s LL
0.01 0 -24.5636685944708
0.02 0 -24.4613813084181
0.05 0 -24.8101133754548
0.01 0.01 -24.3965089212983
0.02 0.01 -24.2957512962745
0.05 0.01 -24.6401255901997
0.01 0.02 -24.2319335967366
0.02 0.02 -23.8961289127851
0.05 0.02 -24.1155215852069
0.01 0.03 -24.0112744871676
0.02 0.03 -23.2343225408887
0.05 0.03 -23.4522453445585
0.01 0.04 -23.3446352223697
0.02 0.04 -22.597576977539
0.05 0.04 -22.8157030556421
0.01 0.05 -22.6996133746749
0.02 0.05 -22.002269244326
0.05 0.05 -22.2240549833431
0.01 0.06 -22.090093912236
0.02 0.06 -21.4766604497914
0.05 0.06 -21.7087673972346
0.01 0.07 -21.5400127248818
0.02 0.07 -21.0701198913382
0.05 0.07 -21.26419447284
0.01 0.08 -21.0911073695499
0.02 0.08 -20.8700337691879
0.05 0.08 -20.7829969100312
0.01 0.09 -20.8168327136738
0.02 0.09 -21.0331846024841
0.05 0.09 -20.7123994160357
0.01 0.1 -20.8466898796844
0.02 0.1 -21.8437985774898
0.05 0.1 -21.3749874641527
