D s LL
0.01 0 -55.7338053461453
0.02 0 -55.491043453023
0.05 0 -56.1524037493012
0.01 0.01 -55.0211500498594
0.02 0.01 -54.135052306184
0.05 0.01 -55.1580779179041
0.01 0.02 -53.6459778951178
0.02 0.02 -52.0822746713987
0.05 0.02 -53.0816218100391
0.01 0.03 -51.5831846475168
0.02 0.03 -49.8181538028449
0.05 0.03 -50.6967462411844
0.01 0.04 -49.3174284295736
0.02 0.04 -47.5875050648233
0.05 0.04 -48.008924287656
0.01 0.05 -47.0901612676153
0.02 0.05 -45.2268392866032
0.05 0.05 -45.0150521040211
0.01 0.06 -44.9333772439173
0.02 0.06 -42.7068833252289
0.05 0.06 -41.5177312514354
0.01 0.07 -42.9085450152266
0.02 0.07 -40.3909688250016
0.05 0.07 -37.9242325196833
0.01 0.08 -41.0257307228153
0.02 0.08 -38.4515339842449
0.05 0.08 -34.4945146450467
0.01 0.09 -39.2729820988817
0.02 0.09 -37.1952493243867
0.05 0.09 -31.4920086732238
0.01 0.1 -38.4144161243951
0.02 0.1 -36.4038597791408
0.05 0.1 -29.3985768676879
