D s LL
0.01 0 -2228.41545835875
0.02 0 -2231.35647228752
0.05 0 -2261.9481600427
0.01 0.01 -2216.9534999476
0.02 0.01 -2211.45671083759
0.05 0.01 -2233.53950167464
0.01 0.02 -2218.00115040811
0.02 0.02 -2207.61697950806
0.05 0.02 -2221.54745920065
0.01 0.03 -2241.82621637374
0.02 0.03 -2225.44757066935
0.05 0.03 -2230.78351577563
0.01 0.04 -2298.68450928311
0.02 0.04 -2275.10593052709
0.05 0.04 -2273.37209480996
0.01 0.05 -2402.70164461301
0.02 0.05 -2371.50422378912
0.05 0.05 -2363.35225768524
0.01 0.06 -2574.14104317926
0.02 0.06 -2535.68847233734
0.05 0.06 -2520.88613134887
0.01 0.07 -2844.91737960221
0.02 0.07 -2797.71518635305
0.05 0.07 -2775.08831013061
0.01 0.08 -3263.11351858777
0.02 0.08 -3202.46606134864
0.05 0.08 -3168.68510994382
0.01 0.09 -3898.1044000747
0.02 0.09 -3815.49474405509
0.05 0.09 -3764.34101191345
0.01 0.1 -4852.33407463488
0.02 0.1 -4733.85026865647
0.05 0.1 -4653.60593757054
