D s LL
0.01 0 -1834.7437951093
0.02 0 -1834.7437951093
0.05 0 -1834.7437951093
0.01 0.01 -1834.7437951093
0.02 0.01 -1834.7437951093
0.05 0.01 -1834.7437951093
0.01 0.02 -1832.78450773077
0.02 0.02 -1834.7437951093
0.05 0.02 -1834.7437951093
0.01 0.03 -1827.81732949299
0.02 0.03 -1833.18887194574
0.05 0.03 -1834.7437951093
0.01 0.04 -1821.32259857749
0.02 0.04 -1826.81060909398
0.05 0.04 -1834.83196443629
0.01 0.05 -1815.90541117558
0.02 0.05 -1817.97287792936
0.05 0.05 -1829.84410456677
0.01 0.06 -1816.12567598432
0.02 0.06 -1815.2933230972
0.05 0.06 -1822.79632730735
0.01 0.07 -1830.92007312683
0.02 0.07 -1824.0341173621
0.05 0.07 -1826.10576062167
0.01 0.08 -1872.01486423618
0.02 0.08 -1856.03497328559
0.05 0.08 -1848.6922309092
0.01 0.09 -1961.03656848452
0.02 0.09 -1933.0689669141
0.05 0.09 -1911.65190711478
0.01 0.1 -2143.39236872806
0.02 0.1 -2093.23920945313
0.05 0.1 -2053.6673265363
