D s LL
0.01 0 -397.951252628116
0.02 0 -399.360918472852
0.05 0 -399.989191785245
0.01 0.01 -367.032785375806
0.02 0.01 -374.256207649338
0.05 0.01 -388.195649322248
0.01 0.02 -317.456140219782
0.02 0.02 -312.873607180886
0.05 0.02 -317.36395616504
0.01 0.03 -625.574433232808
0.02 0.03 -543.370719648059
0.05 0.03 -364.175684044392
0.01 0.04 -943.805046890987
0.02 0.04 -874.337538238739
0.05 0.04 -783.839157225551
0.01 0.05 -1340.42626356053
0.02 0.05 -1278.85397817822
0.05 0.05 -1119.32788460374
0.01 0.06 -1586.93822973191
0.02 0.06 -1588.34676751577
0.05 0.06 -1535.27864948456
0.01 0.07 -1729.18528299469
0.02 0.07 -1871.94871587296
0.05 0.07 -1945.76189133588
0.01 0.08 -1896.24311617781
0.02 0.08 -2085.37312083141
0.05 0.08 -2150.80731213619
0.01 0.09 -2104.44864173522
0.02 0.09 -2264.04060903575
0.05 0.09 -2309.43926867602
0.01 0.1 -2267.04633888651
0.02 0.1 -2465.70112207353
0.05 0.1 -2528.90145376155
