D s LL
0.01 0 -96.4334826684916
0.02 0 -99.4960473992082
0.05 0 -105.505347947322
0.01 0.01 -93.8728735646713
0.02 0.01 -91.9105413313937
0.05 0.01 -98.0864143954826
0.01 0.02 -113.310476515695
0.02 0.02 -84.4565357164487
0.05 0.02 -90.5715172490087
0.01 0.03 -128.998903756625
0.02 0.03 -78.3162220190643
0.05 0.03 -83.1003382074109
0.01 0.04 -143.274436062193
0.02 0.04 -76.7894817409664
0.05 0.04 -76.0406133644369
0.01 0.05 -167.787276389747
0.02 0.05 -88.6834495146715
0.05 0.05 -70.2462343254102
0.01 0.06 -200.09592163379
0.02 0.06 -123.563301839194
0.05 0.06 -67.6015268893081
0.01 0.07 -237.734079370437
0.02 0.07 -174.166788086553
0.05 0.07 -72.1921608452043
0.01 0.08 -279.258270266228
0.02 0.08 -232.48630480607
0.05 0.08 -92.3035335813326
0.01 0.09 -321.713306061316
0.02 0.09 -291.559567670868
0.05 0.09 -138.942876456995
0.01 0.1 -362.159779011812
0.02 0.1 -348.252163057815
0.05 0.1 -209.271942952004
