D s LL
0.01 0 -301.429717814673
0.02 0 -301.429717814673
0.05 0 -301.429717814673
0.01 0.01 -301.429717814673
0.02 0.01 -301.429717814673
0.05 0.01 -301.429717814673
0.01 0.02 -301.429717814673
0.02 0.02 -301.429717814673
0.05 0.02 -301.429717814673
0.01 0.03 -301.42566216035
0.02 0.03 -301.429717814673
0.05 0.03 -301.429717814673
0.01 0.04 -301.362660354126
0.02 0.04 -301.429717814673
0.05 0.04 -301.429717814673
0.01 0.05 -301.300939816833
0.02 0.05 -301.429717814673
0.05 0.05 -301.429717814673
0.01 0.06 -301.240545505428
0.02 0.06 -301.41772879194
0.05 0.06 -301.429717814673
0.01 0.07 -301.181523983453
0.02 0.07 -301.354915202961
0.05 0.07 -301.429717814673
0.01 0.08 -301.123923479042
0.02 0.08 -301.293389528216
0.05 0.08 -301.429717814673
0.01 0.09 -301.067793945011
0.02 0.09 -301.233196960112
0.05 0.09 -301.429717814673
0.01 0.1 -301.01318712111
0.02 0.1 -301.174384305771
0.05 0.1 -301.429717814673
