D s LL
0.01 0 -1209.43149510804
0.02 0 -1240.00361914777
0.05 0 -1294.32289920774
0.01 0.01 -2679.93316489546
0.02 0.01 -2295.40995452917
0.05 0.01 -1215.72610231709
0.01 0.02 -3454.32780275652
0.02 0.02 -3192.37871682949
0.05 0.02 -2919.79511216176
0.01 0.03 -3895.33754469451
0.02 0.03 -3764.06015842868
0.05 0.03 -3546.37263815751
0.01 0.04 -4262.98012317518
0.02 0.04 -4287.83019646177
0.05 0.04 -4167.24262511802
0.01 0.05 -4569.0295065586
0.02 0.05 -4824.78230916145
0.05 0.05 -4666.88344882839
0.01 0.06 -4942.21525784913
0.02 0.06 -5194.32579537576
0.05 0.06 -5251.95868648702
0.01 0.07 -5253.05461805295
0.02 0.07 -5572.08589471154
0.05 0.07 -5970.08146564184
0.01 0.08 -5565.33299689392
0.02 0.08 -5968.74519672767
0.05 0.08 -6624.0577957028
0.01 0.09 -5865.4906634633
0.02 0.09 -6373.73763843494
0.05 0.09 -7124.38067687704
0.01 0.1 -6088.06671063114
0.02 0.1 -6708.30113577435
0.05 0.1 -7517.31562694381
