D s LL
0.01 0 -770.138032982968
0.02 0 -802.562196032565
0.05 0 -833.450515918083
0.01 0.01 -2540.597875785
0.02 0.01 -2247.30629518045
0.05 0.01 -1358.48651785437
0.01 0.02 -3242.38333202571
0.02 0.02 -2810.54452329333
0.05 0.02 -2639.90764733282
0.01 0.03 -3550.61490664386
0.02 0.03 -3428.70460958719
0.05 0.03 -3117.99577273887
0.01 0.04 -3896.88037021682
0.02 0.04 -3905.17352835412
0.05 0.04 -3804.33969063042
0.01 0.05 -4196.84833656828
0.02 0.05 -4420.20801285
0.05 0.05 -4342.59621793073
0.01 0.06 -4455.53837691607
0.02 0.06 -4739.82045182729
0.05 0.06 -4741.63752801522
0.01 0.07 -4734.24871100102
0.02 0.07 -4943.91900488404
0.05 0.07 -5026.40942582577
0.01 0.08 -4948.76262277064
0.02 0.08 -5108.01829527842
0.05 0.08 -5252.0130002936
0.01 0.09 -5100.67024307483
0.02 0.09 -5287.16350337007
0.05 0.09 -5483.20498681723
0.01 0.1 -5271.36216264276
0.02 0.1 -5489.01456974733
0.05 0.1 -5688.82431109347
