D s LL
0.01 0 -1802.1662900979
0.02 0 -1802.1662900979
0.05 0 -1802.1662900979
0.01 0.01 -1802.1662900979
0.02 0.01 -1802.1662900979
0.05 0.01 -1802.1662900979
0.01 0.02 -1802.1662900979
0.02 0.02 -1802.1662900979
0.05 0.02 -1802.1662900979
0.01 0.03 -1802.18539584299
0.02 0.03 -1802.1662900979
0.05 0.03 -1802.1662900979
0.01 0.04 -1800.18271685574
0.02 0.04 -1802.1662900979
0.05 0.04 -1802.1662900979
0.01 0.05 -1795.47764483887
0.02 0.05 -1801.89859365689
0.05 0.05 -1802.1662900979
0.01 0.06 -1791.26414944137
0.02 0.06 -1796.9360648288
0.05 0.06 -1801.54972940729
0.01 0.07 -1789.07681298363
0.02 0.07 -1792.01840021015
0.05 0.07 -1798.259669884
0.01 0.08 -1796.20176719156
0.02 0.08 -1792.73916172425
0.05 0.08 -1802.00757002993
0.01 0.09 -1819.21853164989
0.02 0.09 -1808.48914806495
0.05 0.09 -1817.29405106827
0.01 0.1 -1874.26618231017
0.02 0.1 -1854.90727171683
0.05 0.1 -1861.55912475704
