D s LL
0.01 0 -207.592175495258
0.02 0 -207.592175495258
0.05 0 -207.592175495258
0.01 0.01 -207.592175495258
0.02 0.01 -207.592175495258
0.05 0.01 -207.592175495258
0.01 0.02 -207.591700412955
0.02 0.02 -207.592175495258
0.05 0.02 -207.592175495258
0.01 0.03 -207.579792458154
0.02 0.03 -207.592175495258
0.05 0.03 -207.592175495258
0.01 0.04 -207.568178517897
0.02 0.04 -207.591113928859
0.05 0.04 -207.592175495258
0.01 0.05 -207.556863796237
0.02 0.05 -207.579220596199
0.05 0.05 -207.592175495258
0.01 0.06 -207.545853594261
0.02 0.06 -207.567621535773
0.05 0.06 -207.592175495258
0.01 0.07 -207.535153311937
0.02 0.07 -207.556321956174
0.05 0.07 -207.592175495258
0.01 0.08 -207.524768450002
0.02 0.08 -207.545327163104
0.05 0.08 -207.592175495258
0.01 0.09 -207.514704611881
0.02 0.09 -207.534642561221
0.05 0.09 -207.592175495258
0.01 0.1 -207.504967505644
0.02 0.1 -207.524273656029
0.05 0.1 -207.586973269317
