D s LL
0.01 0 -183.094967587551
0.02 0 -185.660535207808
0.05 0 -187.306271461002
0.01 0.01 -175.625029477365
0.02 0.01 -177.992341985016
0.05 0.01 -183.016996557019
0.01 0.02 -159.452067864541
0.02 0.02 -155.715312362887
0.05 0.02 -158.935395584351
0.01 0.03 -164.908982685378
0.02 0.03 -137.923812470613
0.05 0.03 -134.374364582087
0.01 0.04 -368.635990037134
0.02 0.04 -287.200533917511
0.05 0.04 -257.620773548646
0.01 0.05 -489.61160781427
0.02 0.05 -392.008995307666
0.05 0.05 -287.461933767711
0.01 0.06 -519.334190493593
0.02 0.06 -524.410811572974
0.05 0.06 -433.860504709806
0.01 0.07 -602.044633076241
0.02 0.07 -644.683652171986
0.05 0.07 -631.031216189708
0.01 0.08 -708.225697526349
0.02 0.08 -786.860947318977
0.05 0.08 -795.259338043324
0.01 0.09 -814.072042170009
0.02 0.09 -925.96601873677
0.05 0.09 -944.532101467779
0.01 0.1 -934.846289965618
0.02 0.1 -1065.79748264588
0.05 0.1 -1061.84281286452
