D s LL
0.01 0 -9.41348904000661
0.02 0 -9.41348904000661
0.05 0 -8.73343969032358
0.01 0.01 -9.41348904000661
0.02 0.01 -9.41348904000661
0.05 0.01 -8.64254760388786
0.01 0.02 -9.41348904000661
0.02 0.02 -9.41348904000661
0.05 0.02 -8.32062590763351
0.01 0.03 -9.41348904000661
0.02 0.03 -9.41348904000661
0.05 0.03 -8.0016141840537
0.01 0.04 -9.41348904000661
0.02 0.04 -9.41348904000661
0.05 0.04 -7.68665688009418
0.01 0.05 -9.41348904000661
0.02 0.05 -9.41348904000661
0.05 0.05 -7.37734249127729
0.01 0.06 -9.41348904000661
0.02 0.06 -9.1388256375863
0.05 0.06 -7.07587361976395
0.01 0.07 -9.41348904000661
0.02 0.07 -8.82910655335448
0.05 0.07 -6.78530028365548
0.01 0.08 -9.41348904000661
0.02 0.08 -8.52340420419776
0.05 0.08 -6.50983784122965
0.01 0.09 -9.41348904000661
0.02 0.09 -8.22322960967945
0.05 0.09 -6.2552956410529
0.01 0.1 -9.41348904000661
0.02 0.1 -7.93063549209367
0.05 0.1 -6.02964543858913
