D s LL
0.01 0 -53.6512887434621
0.02 0 -54.3377706470215
0.05 0 -54.3905994438485
0.01 0.01 -49.5732303665405
0.02 0.01 -49.8097249955009
0.05 0.01 -52.2852671518972
0.01 0.02 -42.987499901142
0.02 0.02 -42.4645518176616
0.05 0.02 -44.2734488209561
0.01 0.03 -37.7769937542021
0.02 0.03 -34.3749941416223
0.05 0.03 -35.8548758246639
0.01 0.04 -72.5321564068064
0.02 0.04 -30.0238823098581
0.05 0.04 -29.0307763709467
0.01 0.05 -87.3158943477482
0.02 0.05 -71.2086154598272
0.05 0.05 -31.6120424736987
0.01 0.06 -131.80910817716
0.02 0.06 -124.804598164083
0.05 0.06 -93.2498209355387
0.01 0.07 -211.993022916763
0.02 0.07 -199.96882177048
0.05 0.07 -162.239542173159
0.01 0.08 -316.202855600876
0.02 0.08 -334.946654385641
0.05 0.08 -292.00203220446
0.01 0.09 -367.700578498688
0.02 0.09 -397.216617576881
0.05 0.09 -388.390906198096
0.01 0.1 -407.63764621739
0.02 0.1 -424.449224701774
0.05 0.1 -421.993933188616
