D s LL
0.01 0 -122.364090506759
0.02 0 -122.850403219973
0.05 0 -123.978165823501
0.01 0.01 -119.940487701331
0.02 0.01 -119.302669403486
0.05 0.01 -119.90181631367
0.01 0.02 -115.283877639093
0.02 0.02 -113.328899003361
0.05 0.02 -107.970169850735
0.01 0.03 -111.333318559166
0.02 0.03 -102.347361511035
0.05 0.03 -90.4630930719877
0.01 0.04 -140.970280006284
0.02 0.04 -119.009725535225
0.05 0.04 -80.8611083936582
0.01 0.05 -180.079590496372
0.02 0.05 -195.486310642928
0.05 0.05 -252.733557626834
0.01 0.06 -202.170091385035
0.02 0.06 -278.922162893461
0.05 0.06 -378.92423100116
0.01 0.07 -241.214390291158
0.02 0.07 -362.759956912256
0.05 0.07 -507.202019558277
0.01 0.08 -302.048366047824
0.02 0.08 -477.041180735917
0.05 0.08 -577.872297272721
0.01 0.09 -394.598394753377
0.02 0.09 -547.473453524084
0.05 0.09 -662.700655109273
0.01 0.1 -461.19028600319
0.02 0.1 -595.641092494886
0.05 0.1 -735.879161550994
