D s LL
0.01 0 -1174.10041455474
0.02 0 -1174.10041455474
0.05 0 -1174.10041455474
0.01 0.01 -1174.10041455474
0.02 0.01 -1174.10041455474
0.05 0.01 -1174.10041455474
0.01 0.02 -1174.10041455474
0.02 0.02 -1174.10041455474
0.05 0.02 -1174.10041455474
0.01 0.03 -1174.10041455474
0.02 0.03 -1174.10041455474
0.05 0.03 -1174.10041455474
0.01 0.04 -1173.88159104893
0.02 0.04 -1174.10041455474
0.05 0.04 -1174.10041455474
0.01 0.05 -1172.99083238861
0.02 0.05 -1174.10041455474
0.05 0.05 -1174.10041455474
0.01 0.06 -1172.40853887684
0.02 0.06 -1174.15439639863
0.05 0.06 -1174.10041455474
0.01 0.07 -1172.54104009832
0.02 0.07 -1174.34583078117
0.05 0.07 -1174.10041455474
0.01 0.08 -1173.31974230784
0.02 0.08 -1174.38936973865
0.05 0.08 -1174.14763745525
0.01 0.09 -1174.53591559268
0.02 0.09 -1174.3884321003
0.05 0.09 -1174.84822831818
0.01 0.1 -1177.22721524774
0.02 0.1 -1174.57132758289
0.05 0.1 -1174.69206561719
