D s LL
0.01 0 -150.127140711924
0.02 0 -153.628062629249
0.05 0 -155.934832300501
0.01 0.01 -141.493149545042
0.02 0.01 -144.197189558165
0.05 0.01 -152.017471215846
0.01 0.02 -130.163126528191
0.02 0.02 -130.365793142795
0.05 0.02 -135.666018140945
0.01 0.03 -118.126727850789
0.02 0.03 -113.754769553559
0.05 0.03 -116.280712595734
0.01 0.04 -154.860357065547
0.02 0.04 -139.064724529455
0.05 0.04 -108.899071919033
0.01 0.05 -251.233939555699
0.02 0.05 -193.045321707633
0.05 0.05 -175.660867817014
0.01 0.06 -345.804565217872
0.02 0.06 -276.598028870607
0.05 0.06 -220.229648499042
0.01 0.07 -513.549622659625
0.02 0.07 -476.900526435164
0.05 0.07 -449.913323537906
0.01 0.08 -639.398667276403
0.02 0.08 -722.885313054638
0.05 0.08 -646.740720709785
0.01 0.09 -765.023819108438
0.02 0.09 -870.41791961283
0.05 0.09 -826.338585196345
0.01 0.1 -913.098202137359
0.02 0.1 -996.034043779001
0.05 0.1 -969.439167344867
