D s LL
0.01 0 -68.5145999524983
0.02 0 -68.4326179651885
0.05 0 -68.6209464333108
0.01 0.01 -65.5672831308681
0.02 0.01 -64.6203272251737
0.05 0.01 -61.4340314729525
0.01 0.02 -62.1378367149572
0.02 0.02 -58.1780820454929
0.05 0.02 -52.9421425203508
0.01 0.03 -59.1148627416978
0.02 0.03 -51.0724091428116
0.05 0.03 -44.4684232131375
0.01 0.04 -67.0721987115831
0.02 0.04 -48.2330117488385
0.05 0.04 -38.3596337092747
0.01 0.05 -141.420213756523
0.02 0.05 -78.1822412181849
0.05 0.05 -41.1694439186723
0.01 0.06 -166.277615046706
0.02 0.06 -157.446517114617
0.05 0.06 -97.2862130998174
0.01 0.07 -176.145415694325
0.02 0.07 -204.215203534018
0.05 0.07 -266.745739172405
0.01 0.08 -200.652973152706
0.02 0.08 -307.163624360072
0.05 0.08 -403.814186793657
0.01 0.09 -250.788491569615
0.02 0.09 -409.311793033105
0.05 0.09 -503.297536302264
0.01 0.1 -327.353020771933
0.02 0.1 -490.50389350185
0.05 0.1 -571.437168285853
