D s LL
0.01 0 -26.3033606329189
0.02 0 -26.3033606329189
0.05 0 -26.3033606329189
0.01 0.01 -26.3033606329189
0.02 0.01 -26.3033606329189
0.05 0.01 -26.3033606329189
0.01 0.02 -26.0937945115405
0.02 0.02 -25.7618540764531
0.05 0.02 -26.0043993365123
0.01 0.03 -25.4225024522582
0.02 0.03 -24.6913169591191
0.05 0.03 -24.173507466882
0.01 0.04 -24.6389425212117
0.02 0.04 -22.8025531538255
0.05 0.04 -21.2258670751711
0.01 0.05 -23.1596166974303
0.02 0.05 -20.683177076175
0.05 0.05 -18.3256610702547
0.01 0.06 -21.4405485232682
0.02 0.06 -18.458600259812
0.05 0.06 -15.9085609674713
0.01 0.07 -20.0459456344612
0.02 0.07 -16.9056438202392
0.05 0.07 -14.6773246277666
0.01 0.08 -18.9196426017576
0.02 0.08 -17.3008725514788
0.05 0.08 -16.7041011545599
0.01 0.09 -20.4931780135326
0.02 0.09 -24.2293468163723
0.05 0.09 -29.1892545018627
0.01 0.1 -27.9726798816536
0.02 0.1 -47.3973658565374
0.05 0.1 -68.0207780418662
