D s LL
0.01 0 -591.451703496836
0.02 0 -591.451703496836
0.05 0 -591.451703496836
0.01 0.01 -591.451703496836
0.02 0.01 -591.451703496836
0.05 0.01 -591.451703496836
0.01 0.02 -591.451703496836
0.02 0.02 -591.451703496836
0.05 0.02 -591.451703496836
0.01 0.03 -591.451703496836
0.02 0.03 -591.451703496836
0.05 0.03 -591.451703496836
0.01 0.04 -591.462271851672
0.02 0.04 -591.451703496836
0.05 0.04 -591.451703496836
0.01 0.05 -591.549880787521
0.02 0.05 -591.451703496836
0.05 0.05 -591.451703496836
0.01 0.06 -591.656299621627
0.02 0.06 -591.451703496836
0.05 0.06 -591.451703496836
0.01 0.07 -591.783289881617
0.02 0.07 -591.451703496836
0.05 0.07 -591.451703496836
0.01 0.08 -591.932792268748
0.02 0.08 -591.492420350546
0.05 0.08 -591.451703496836
0.01 0.09 -592.106945639247
0.02 0.09 -591.589689152221
0.05 0.09 -591.451703496836
0.01 0.1 -592.308108011929
0.02 0.1 -591.706743815863
0.05 0.1 -591.451703496836
