D s LL
0.01 0 -40.2617951575835
0.02 0 -36.8971608531207
0.05 0 -34.7220580118502
0.01 0.01 -39.1429984740547
0.02 0.01 -35.4149630854203
0.05 0.01 -32.8362721959855
0.01 0.02 -38.1226443633595
0.02 0.02 -33.7929435565627
0.05 0.02 -30.9450709194316
0.01 0.03 -37.2228047478593
0.02 0.03 -32.1241794205302
0.05 0.03 -29.0609853429804
0.01 0.04 -36.3995702985712
0.02 0.04 -30.594368884141
0.05 0.04 -27.2069395250364
0.01 0.05 -35.9983692748092
0.02 0.05 -29.298507283799
0.05 0.05 -25.4219470713133
0.01 0.06 -36.1774499829486
0.02 0.06 -28.382117695695
0.05 0.06 -23.7690726490177
0.01 0.07 -37.0717753020251
0.02 0.07 -28.0572098514148
0.05 0.07 -22.3462103376981
0.01 0.08 -38.6717496583283
0.02 0.08 -28.6077274441871
0.05 0.08 -21.3000928005068
0.01 0.09 -41.0910697599545
0.02 0.09 -30.3621347663071
0.05 0.09 -20.8430948298688
0.01 0.1 -44.5887497981949
0.02 0.1 -33.6125432603979
0.05 0.1 -21.2695470732095
