D s LL
0.01 0 -3610.8113600078
0.02 0 -3617.03413555049
0.05 0 -3621.52394601056
0.01 0.01 -3086.40135740994
0.02 0.01 -3098.01034829304
0.05 0.01 -3150.71619600976
0.01 0.02 -7008.8121058666
0.02 0.02 -6546.20153974425
0.05 0.02 -5765.02370597751
0.01 0.03 -9498.84990785064
0.02 0.03 -9533.75103623892
0.05 0.03 -9244.1223767035
0.01 0.04 -11245.5034629818
0.02 0.04 -11204.5654685307
0.05 0.04 -10931.6466446271
0.01 0.05 -12537.7880840472
0.02 0.05 -12907.6804307675
0.05 0.05 -12854.082163092
0.01 0.06 -13999.0897986149
0.02 0.06 -14467.9316495183
0.05 0.06 -14767.407260119
0.01 0.07 -15030.8993550498
0.02 0.07 -15687.3814142589
0.05 0.07 -16346.941250256
0.01 0.08 -15743.3042510838
0.02 0.08 -16715.6415011735
0.05 0.08 -17212.8514596326
0.01 0.09 -16358.3571220881
0.02 0.09 -17497.3519098338
0.05 0.09 -17927.9410683765
0.01 0.1 -17033.3854681948
0.02 0.1 -18102.2520492029
0.05 0.1 -18626.0618019677
