D s LL
0.01 0 -389.213262108076
0.02 0 -390.199314308238
0.05 0 -390.199314308238
0.01 0.01 -360.754205596281
0.02 0.01 -360.868811528105
0.05 0.01 -363.316604549975
0.01 0.02 -390.726040648195
0.02 0.02 -329.432764831042
0.05 0.02 -330.715089978103
0.01 0.03 -728.175330235178
0.02 0.03 -697.685504848247
0.05 0.03 -682.10468725905
0.01 0.04 -1058.03778495463
0.02 0.04 -1072.75527374556
0.05 0.04 -1056.35567944959
0.01 0.05 -1270.47630516375
0.02 0.05 -1334.70653540571
0.05 0.05 -1413.87125293901
0.01 0.06 -1637.29910661169
0.02 0.06 -1719.11030201733
0.05 0.06 -1697.04925844903
0.01 0.07 -2017.9835655609
0.02 0.07 -2003.34054888997
0.05 0.07 -1976.51985039603
0.01 0.08 -2242.64372875645
0.02 0.08 -2215.58797914654
0.05 0.08 -2156.18597435897
0.01 0.09 -2401.16146524825
0.02 0.09 -2431.60812285519
0.05 0.09 -2373.15779598889
0.01 0.1 -2563.69468387174
0.02 0.1 -2596.14438724688
0.05 0.1 -2550.19436740077
