D s LL
0.01 0 -12.0078896446055
0.02 0 -12.0078896446055
0.05 0 -12.0078896446055
0.01 0.01 -12.0078896446055
0.02 0.01 -12.0078896446055
0.05 0.01 -12.0078896446055
0.01 0.02 -12.0078896446055
0.02 0.02 -12.0078896446055
0.05 0.02 -12.0078896446055
0.01 0.03 -12.0078896446055
0.02 0.03 -12.0078896446055
0.05 0.03 -12.0078896446055
0.01 0.04 -12.0078896446055
0.02 0.04 -12.0078896446055
0.05 0.04 -11.9852842279758
0.01 0.05 -12.0078896446055
0.02 0.05 -12.0078896446055
0.05 0.05 -11.8737678799472
0.01 0.06 -12.0078896446055
0.02 0.06 -12.0078896446055
0.05 0.06 -11.7621751674293
0.01 0.07 -12.0078896446055
0.02 0.07 -12.0078896446055
0.05 0.07 -11.6505213170691
0.01 0.08 -12.0078896446055
0.02 0.08 -12.0078896446055
0.05 0.08 -11.538828237651
0.01 0.09 -12.0078896446055
0.02 0.09 -12.0078896446055
0.05 0.09 -11.4271261532061
0.01 0.1 -12.0078896446055
0.02 0.1 -12.0078896446055
0.05 0.1 -11.3154555318899
