D s LL
0.01 0 -439.688508997099
0.02 0 -439.688508997099
0.05 0 -439.688508997099
0.01 0.01 -439.688508997099
0.02 0.01 -439.688508997099
0.05 0.01 -439.688508997099
0.01 0.02 -439.688508997099
0.02 0.02 -439.688508997099
0.05 0.02 -439.688508997099
0.01 0.03 -439.6588005216
0.02 0.03 -439.688508997099
0.05 0.03 -439.688508997099
0.01 0.04 -439.37492002829
0.02 0.04 -439.688508997099
0.05 0.04 -439.688508997099
0.01 0.05 -439.096197913873
0.02 0.05 -439.688508997099
0.05 0.05 -439.688508997099
0.01 0.06 -438.823017416803
0.02 0.06 -439.589762465421
0.05 0.06 -439.688508997099
0.01 0.07 -438.5557909757
0.02 0.07 -439.307360388193
0.05 0.07 -439.688508997099
0.01 0.08 -438.294962443861
0.02 0.08 -439.030227657717
0.05 0.08 -439.688508997099
0.01 0.09 -438.041009464891
0.02 0.09 -438.758755929819
0.05 0.09 -439.688508997099
0.01 0.1 -437.794446019964
0.02 0.1 -438.493366686618
0.05 0.1 -439.688508997099
