D s LL
0.01 0 -810.681217224193
0.02 0 -816.106974110053
0.05 0 -817.39142454702
0.01 0.01 -743.782527265301
0.02 0.01 -639.720154742593
0.05 0.01 -638.259230707125
0.01 0.02 -2051.72893325094
0.02 0.02 -1889.5782901123
0.05 0.02 -1741.28292945532
0.01 0.03 -2717.02354608586
0.02 0.03 -2766.59218262535
0.05 0.03 -2692.66840958061
0.01 0.04 -3043.09929926226
0.02 0.04 -3155.40316099324
0.05 0.04 -3128.67907589713
0.01 0.05 -3309.95993297649
0.02 0.05 -3380.22215112769
0.05 0.05 -3373.7425860078
0.01 0.06 -3408.59275417111
0.02 0.06 -3452.3914922693
0.05 0.06 -3438.2506100012
0.01 0.07 -3475.31859240453
0.02 0.07 -3477.31009519103
0.05 0.07 -3516.43070696423
0.01 0.08 -3505.02333690777
0.02 0.08 -3524.89525755327
0.05 0.08 -3614.39585264826
0.01 0.09 -3538.67280165878
0.02 0.09 -3620.8573051737
0.05 0.09 -3764.84885731593
0.01 0.1 -3577.37901794137
0.02 0.1 -3733.54059616636
0.05 0.1 -3918.15308935708
