D s LL
0.01 0 -8.24313106396394
0.02 0 -7.28747515837884
0.05 0 -6.62156797177376
0.01 0.01 -7.99160966230568
0.02 0.01 -7.04217881634325
0.05 0.01 -6.38769765237908
0.01 0.02 -7.74086636245151
0.02 0.02 -6.79979709539087
0.05 0.02 -6.15900021743176
0.01 0.03 -7.49149923401879
0.02 0.03 -6.561595103971
0.05 0.03 -5.93726877143569
0.01 0.04 -7.24432245149577
0.02 0.04 -6.32919576576041
0.05 0.04 -5.72474797638743
0.01 0.05 -7.00041389673118
0.02 0.05 -6.10463998889272
0.05 0.05 -5.52420271862957
0.01 0.06 -6.7611657753308
0.02 0.06 -5.89044814227158
0.05 0.06 -5.33898910920975
0.01 0.07 -6.52833646061086
0.02 0.07 -5.68968158253518
0.05 0.07 -5.17312755808467
0.01 0.08 -6.30410152015748
0.02 0.08 -5.50600317006392
0.05 0.08 -5.03137786585801
0.01 0.09 -6.0911018082418
0.02 0.09 -5.34373582412317
0.05 0.09 -4.91931611860329
0.01 0.1 -5.8924866000351
0.02 0.1 -5.20791800119336
0.05 0.1 -4.84341242220011
