D s LL
0.01 0 -101.982813422384
0.02 0 -104.725882131938
0.05 0 -107.180996777027
0.01 0.01 -99.4642971938786
0.02 0.01 -101.916770945055
0.05 0.01 -105.907184475553
0.01 0.02 -96.868614591871
0.02 0.02 -97.7917384359519
0.05 0.02 -98.6927066939716
0.01 0.03 -93.1326582986207
0.02 0.03 -89.9648818009317
0.05 0.03 -87.3085489105826
0.01 0.04 -88.3254065938907
0.02 0.04 -80.4225535961197
0.05 0.04 -76.838033633101
0.01 0.05 -85.0222269651211
0.02 0.05 -74.8425314929012
0.05 0.05 -75.4931126878273
0.01 0.06 -105.497850952989
0.02 0.06 -120.809426642693
0.05 0.06 -183.124094783913
0.01 0.07 -191.510422114275
0.02 0.07 -230.878077316686
0.05 0.07 -261.803463008296
0.01 0.08 -290.067434720437
0.02 0.08 -329.316032042102
0.05 0.08 -319.481627644094
0.01 0.09 -353.940679419668
0.02 0.09 -400.063296366114
0.05 0.09 -384.514173617036
0.01 0.1 -399.815376277397
0.02 0.1 -442.042526993721
0.05 0.1 -443.382310371199
